transaction_id,transaction_date,year,quarter,month,month_num,day_of_week,customer_id,customer_segment,region,city,product_category,product_name,quantity,unit_price,gross_revenue,discount_rate,discount_amount,net_revenue,cost,profit,sales_channel,sales_rep,order_status,profit_margin,revenue_per_unit,is_high_value,days_since_start
TXN002895,2022-03-14,2022,Q1,March,3,Monday,CUST2285,Individual,South,Southampton,Electronics,Laptop Pro,5,653.85,3269.25,0.0,0.0,3269.25,1925.67,1343.58,Online,Rep_01,Completed,41.1,653.85,False,72
TXN002896,2023-06-06,2023,Q2,June,6,Tuesday,CUST9505,Individual,East,Ipswich,Stationery,Paper Ream,1,97.86,97.86,0.0,0.0,97.86,47.77,50.09,Online,Rep_01,Completed,51.19,97.86,False,521
TXN002897,2024-04-24,2024,Q2,April,4,Wednesday,CUST7308,Smb,East,Colchester,Stationery,Sticky Notes,19,75.86,1441.34,0.04,57.65,1383.69,699.18,684.51,Partner,Rep_12,Completed,49.47,72.83,False,844
TXN002898,2023-08-01,2023,Q3,August,8,Tuesday,CUST3204,Individual,West,Exeter,Furniture,Bookshelf,1,424.33,424.33,0.05,21.22,403.11,225.38,177.73,Retail,Rep_16,Completed,44.09,403.11,False,577
TXN002899,2022-06-12,2022,Q2,June,6,Sunday,CUST2749,Government,North,Leeds,Electronics,Webcam HD,3,429.95,1289.85,0.01,12.9,1276.95,769.38,507.57,Partner,Rep_12,Completed,39.75,425.65,False,162
TXN002900,2022-02-16,2022,Q1,February,2,Wednesday,CUST1352,Government,North,Liverpool,Stationery,Pen Collection,3,79.83,239.49,0.01,2.39,237.1,125.63,111.47,Online,Rep_09,Completed,47.01,79.03,False,46
TXN002901,2024-09-18,2024,Q3,September,9,Wednesday,CUST4747,Smb,North,Manchester,Software,Design Pro,16,104.74,1675.84,0.02,33.52,1642.32,685.46,956.86,Direct Sales,Rep_12,Completed,58.26,102.64,False,991
TXN002902,2024-02-09,2024,Q1,February,2,Friday,CUST5555,Government,East,Ipswich,Electronics,Bluetooth Headphones,5,567.71,2838.55,0.09,255.47,2583.08,1621.48,961.6,Retail,Rep_09,Completed,37.23,516.62,False,769
TXN002903,2022-06-22,2022,Q2,June,6,Wednesday,CUST4966,Government,North,Manchester,Furniture,Standing Desk,3,326.71,980.13,0.12,117.62,862.51,586.56,275.95,Direct Sales,Rep_20,Completed,31.99,287.5,False,172
TXN002904,2022-11-18,2022,Q4,November,11,Friday,CUST5904,Individual,North,Liverpool,Software,Security Pack,5,450.08,2925.52,0.03,87.77,2837.75,1462.43,1375.32,Online,Rep_18,Completed,48.47,567.55,False,321
TXN002905,2024-04-09,2024,Q2,April,4,Tuesday,CUST9243,Government,South,Southampton,Furniture,Desk Lamp,4,568.61,2274.44,0.11,250.19,2024.25,1100.23,924.02,Online,Rep_16,Completed,45.65,506.06,False,829
TXN002906,2023-06-06,2023,Q2,June,6,Tuesday,CUST6269,Smb,West,Birmingham,Software,Design Pro,13,435.41,5660.33,0.01,56.6,5603.73,2408.96,3194.77,Partner,Rep_18,Completed,57.01,431.06,True,521
TXN002907,2024-05-17,2024,Q2,May,5,Friday,CUST8234,Government,West,Plymouth,Furniture,Desk Lamp,4,431.14,1724.56,0.11,189.7,1534.86,932.61,602.25,Retail,Rep_03,Completed,39.24,383.72,False,867
TXN002908,2023-01-24,2023,Q1,January,1,Tuesday,CUST3067,Individual,West,Plymouth,Stationery,Pen Collection,4,20.19,80.76,0.04,3.23,77.53,42.55,34.98,Direct Sales,Rep_01,Completed,45.12,19.38,False,388
TXN002909,2023-12-29,2023,Q4,December,12,Friday,CUST1428,Individual,East,Norwich,Software,Cloud Storage,2,380.15,988.39,0.04,39.54,948.85,588.39,360.46,Retail,Rep_14,Completed,37.99,474.42,False,727
TXN002910,2023-09-13,2023,Q3,September,9,Wednesday,CUST2818,Individual,West,Exeter,Stationery,Paper Ream,4,41.99,167.96,0.04,6.72,161.24,87.14,74.1,Online,Rep_02,Completed,45.96,40.31,False,620
TXN002911,2024-01-18,2024,Q1,January,1,Thursday,CUST5621,Individual,East,Ipswich,Electronics,Laptop Pro,5,246.52,1232.6,0.03,36.98,1195.62,793.2,402.42,Partner,Rep_11,Completed,33.66,239.12,False,747
TXN002912,2023-10-26,2023,Q4,October,10,Thursday,CUST9038,Individual,West,Cardiff,Furniture,Bookshelf,5,756.97,4920.31,0.01,49.2,4871.11,2440.38,2430.73,Partner,Rep_11,Completed,49.9,974.22,False,663
TXN002913,2024-08-27,2024,Q3,August,8,Tuesday,CUST6542,Individual,South,Brighton,Software,Cloud Storage,3,51.45,154.35,0.0,0.0,154.35,87.92,66.43,Direct Sales,Rep_11,Cancelled,43.04,51.45,False,969
TXN002914,2022-01-21,2022,Q1,January,1,Friday,CUST3142,Smb,West,Exeter,Software,Design Pro,12,225.08,2700.96,0.03,81.03,2619.93,1740.21,879.72,Retail,Rep_16,Completed,33.58,218.33,False,20
TXN002915,2023-07-13,2023,Q3,July,7,Thursday,CUST4846,Government,West,Birmingham,Furniture,Filing Cabinet,5,677.12,3385.6,0.0,0.0,3385.6,2000.44,1385.16,Retail,Rep_15,Completed,40.91,677.12,False,558
TXN002916,2023-09-20,2023,Q3,September,9,Wednesday,CUST4220,Individual,South,Southampton,Stationery,Stapler,4,15.1,60.4,0.03,1.81,58.59,30.43,28.16,Online,Rep_04,Completed,48.06,14.65,False,627
TXN002917,2023-04-04,2023,Q2,April,4,Tuesday,CUST3286,Individual,West,Plymouth,Software,Cloud Storage,3,97.78,293.34,0.03,8.8,284.54,119.33,165.21,Retail,Rep_04,Completed,58.06,94.85,False,458
TXN002918,2024-05-27,2024,Q2,May,5,Monday,CUST6621,Smb,West,Cardiff,Stationery,Notebook Set,14,13.25,185.5,0.03,5.56,179.94,90.8,89.14,Partner,Rep_20,Completed,49.54,12.85,False,877
TXN002919,2022-05-07,2022,Q2,May,5,Saturday,CUST1876,Government,South,Brighton,Software,Project Manager,1,59.51,59.51,0.03,1.79,57.72,36.15,21.57,Online,Rep_10,Completed,37.37,57.72,False,126
TXN002920,2022-02-07,2022,Q1,February,2,Monday,CUST4796,Smb,West,Plymouth,Furniture,Standing Desk,7,523.24,3662.68,0.04,146.51,3516.17,1700.46,1815.71,Retail,Rep_10,Completed,51.64,502.31,False,37
TXN002921,2022-01-08,2022,Q1,January,1,Saturday,CUST2933,Smb,East,Norwich,Electronics,Bluetooth Headphones,10,746.69,7466.9,0.0,0.0,7466.9,3139.47,4327.43,Partner,Rep_04,Completed,57.95,746.69,True,7
TXN002922,2024-08-04,2024,Q3,August,8,Sunday,CUST6716,Enterprise,West,Plymouth,Electronics,USB-C Hub,6,1049.58,6297.48,0.12,755.7,5541.78,3590.63,1951.15,Online,Rep_19,Completed,35.21,923.63,True,946
TXN002923,2022-05-02,2022,Q2,May,5,Monday,CUST8089,Individual,West,Exeter,Stationery,Stapler,3,29.52,88.56,0.04,3.54,85.02,48.23,36.79,Direct Sales,Rep_07,Completed,43.27,28.34,False,121
TXN002924,2024-01-02,2024,Q1,January,1,Tuesday,CUST4970,Government,East,Colchester,Stationery,Pen Collection,5,31.72,158.6,0.09,14.27,144.33,71.78,72.55,Retail,Rep_08,Completed,50.27,28.87,False,731
TXN002925,2023-01-03,2023,Q1,January,1,Tuesday,CUST8437,Smb,South,London,Software,Cloud Storage,13,230.46,2995.98,0.0,0.0,2995.98,1954.67,1041.31,Online,Rep_12,Completed,34.76,230.46,False,367
TXN002926,2024-05-19,2024,Q2,May,5,Sunday,CUST6000,Smb,South,Southampton,Software,Project Manager,19,114.61,2177.59,0.04,87.1,2090.49,1314.27,776.22,Retail,Rep_16,Completed,37.13,110.03,False,869
TXN002927,2023-05-08,2023,Q2,May,5,Monday,CUST9627,Government,North,Leeds,Stationery,Stapler,4,24.92,99.68,0.07,6.98,92.7,50.93,41.77,Retail,Rep_18,Completed,45.06,23.18,False,492
TXN002928,2022-06-20,2022,Q2,June,6,Monday,CUST7216,Smb,North,Newcastle,Electronics,USB-C Hub,14,1326.06,18564.84,0.02,371.3,18193.54,11834.08,6359.46,Retail,Rep_10,Completed,34.95,1299.54,True,170
TXN002929,2023-10-11,2023,Q4,October,10,Wednesday,CUST3305,Enterprise,North,Manchester,Software,Design Pro,9,59.08,691.24,0.11,76.04,615.2,247.55,367.65,Partner,Rep_04,Completed,59.76,68.36,False,648
TXN002930,2022-10-03,2022,Q4,October,10,Monday,CUST1921,Smb,South,Bristol,Stationery,Pen Collection,18,42.8,1001.52,0.05,50.08,951.44,463.67,487.77,Retail,Rep_13,Completed,51.27,52.86,False,275
TXN002931,2024-01-03,2024,Q1,January,1,Wednesday,CUST7062,Smb,North,Leeds,Stationery,Notebook Set,2,69.55,139.1,0.04,5.56,133.54,82.23,51.31,Online,Rep_17,Completed,38.42,66.77,False,732
TXN002932,2024-03-21,2024,Q1,March,3,Thursday,CUST8817,Enterprise,North,Leeds,Software,Design Pro,50,375.75,18787.5,0.01,187.88,18599.62,11145.35,7454.27,Online,Rep_15,Completed,40.08,371.99,True,810
TXN002933,2023-01-26,2023,Q1,January,1,Thursday,CUST1454,Government,East,Colchester,Electronics,Bluetooth Headphones,1,208.86,208.86,0.11,22.97,185.89,113.4,72.49,Direct Sales,Rep_15,Completed,39.0,185.89,False,390
TXN002934,2023-03-13,2023,Q1,March,3,Monday,CUST2366,Enterprise,West,Birmingham,Furniture,Desk Lamp,23,579.34,13324.82,0.08,1065.99,12258.83,6425.09,5833.74,Online,Rep_03,Completed,47.59,532.99,True,436
TXN002935,2022-11-20,2022,Q4,November,11,Sunday,CUST7814,Enterprise,North,Manchester,Furniture,Bookshelf,26,490.74,16587.01,0.04,663.48,15923.53,9677.34,6246.19,Direct Sales,Rep_14,Pending,39.23,612.44,True,323
TXN002936,2022-04-19,2022,Q2,April,4,Tuesday,CUST5088,Individual,North,Liverpool,Furniture,Bookshelf,4,692.45,2769.8,0.0,0.0,2769.8,1797.64,972.16,Online,Rep_01,Cancelled,35.1,692.45,False,108
TXN002937,2022-03-08,2022,Q1,March,3,Tuesday,CUST6174,Smb,North,Manchester,Stationery,Sticky Notes,20,73.7,1474.0,0.05,73.7,1400.3,816.9,583.4,Online,Rep_14,Completed,41.66,70.02,False,66
TXN002938,2022-11-06,2022,Q4,November,11,Sunday,CUST9100,Government,South,Southampton,Software,Cloud Storage,3,237.71,927.07,0.04,37.08,889.99,490.14,399.85,Retail,Rep_11,Completed,44.93,296.66,False,309
TXN002939,2023-10-11,2023,Q4,October,10,Wednesday,CUST3771,Smb,North,Liverpool,Software,Security Pack,10,230.32,2994.16,0.04,119.77,2874.39,1483.29,1391.1,Partner,Rep_09,Completed,48.4,287.44,False,648
TXN002940,2024-10-21,2024,Q4,October,10,Monday,CUST5224,Enterprise,West,Plymouth,Software,Productivity Suite,36,274.39,12841.45,0.02,256.83,12584.62,5471.07,7113.55,Direct Sales,Rep_18,Completed,56.53,349.57,True,1024
TXN002941,2022-07-18,2022,Q3,July,7,Monday,CUST2239,Government,East,Norwich,Software,Productivity Suite,4,209.35,837.4,0.01,8.37,829.03,373.99,455.04,Partner,Unassigned,Completed,54.89,207.26,False,198
TXN002942,2024-02-21,2024,Q1,February,2,Wednesday,CUST5746,Enterprise,East,Ipswich,Stationery,Notebook Set,22,91.55,2014.1,0.11,221.55,1792.55,1052.66,739.89,Partner,Rep_09,Completed,41.28,81.48,False,781
TXN002943,2024-04-08,2024,Q2,April,4,Monday,CUST1714,Enterprise,North,Liverpool,Software,Productivity Suite,19,418.61,7953.59,0.07,556.75,7396.84,4094.44,3302.4,Partner,Rep_14,Cancelled,44.65,389.31,True,828
TXN002944,2022-12-29,2022,Q4,December,12,Thursday,CUST1704,Individual,East,Colchester,Software,Project Manager,4,164.65,856.18,0.04,34.25,821.93,492.82,329.11,Direct Sales,Rep_04,Completed,40.04,205.48,False,362
TXN002945,2022-01-12,2022,Q1,January,1,Wednesday,CUST1173,Enterprise,North,Newcastle,Software,Cloud Storage,21,290.69,6104.49,0.03,183.13,5921.36,3007.96,2913.4,Retail,Rep_16,Completed,49.2,281.97,True,11
TXN002946,2023-04-08,2023,Q2,April,4,Saturday,CUST1776,Individual,West,Birmingham,Software,Cloud Storage,4,104.67,418.68,0.04,16.75,401.93,199.65,202.28,Partner,Rep_01,Completed,50.33,100.48,False,462
TXN002947,2024-06-04,2024,Q2,June,6,Tuesday,CUST2816,Enterprise,West,Plymouth,Electronics,Laptop Pro,35,1368.86,47910.1,0.08,3832.81,44077.29,19998.12,24079.17,Online,Rep_10,Cancelled,54.63,1259.35,True,885
TXN002948,2024-01-13,2024,Q1,January,1,Saturday,CUST8916,Government,North,Newcastle,Software,Cloud Storage,4,245.06,980.24,0.02,19.6,960.64,410.87,549.77,Online,Rep_06,Completed,57.23,240.16,False,742
TXN002949,2022-12-29,2022,Q4,December,12,Thursday,CUST4363,Enterprise,North,Liverpool,Furniture,Bookshelf,15,221.98,4328.61,0.07,303.0,4025.61,1823.65,2201.96,Direct Sales,Rep_12,Completed,54.7,268.37,False,362
TXN002950,2024-12-31,2024,Q4,December,12,Tuesday,CUST5593,Enterprise,West,Exeter,Furniture,Standing Desk,7,260.88,2374.01,0.05,118.7,2255.31,1297.25,958.06,Online,Rep_09,Completed,42.48,322.19,False,1095
TXN002951,2024-08-10,2024,Q3,August,8,Saturday,CUST3889,Smb,North,Manchester,Software,Project Manager,6,389.9,2339.4,0.0,0.0,2339.4,1087.48,1251.92,Partner,Rep_04,Completed,53.51,389.9,False,952
TXN002952,2022-03-20,2022,Q1,March,3,Sunday,CUST2144,Government,West,Birmingham,Furniture,Bookshelf,4,616.49,2465.96,0.11,271.26,2194.7,1179.22,1015.48,Direct Sales,Rep_08,Pending,46.27,548.67,False,78
TXN002953,2023-11-22,2023,Q4,November,11,Wednesday,CUST3019,Government,North,Liverpool,Stationery,Stapler,1,90.91,118.18,0.07,8.27,109.91,57.59,52.32,Retail,Rep_19,Completed,47.6,109.91,False,690
TXN002954,2023-12-13,2023,Q4,December,12,Wednesday,CUST3175,Individual,West,Birmingham,Software,Design Pro,4,491.37,2555.12,0.03,76.65,2478.47,1131.18,1347.29,Direct Sales,Rep_05,Completed,54.36,619.62,False,711
TXN002955,2022-10-31,2022,Q4,October,10,Monday,CUST1753,Enterprise,East,Ipswich,Furniture,Bookshelf,6,549.39,4285.24,0.09,385.67,3899.57,2213.96,1685.61,Retail,Rep_15,Completed,43.23,649.93,False,303
TXN002956,2024-10-16,2024,Q4,October,10,Wednesday,CUST2921,Enterprise,South,Southampton,Electronics,Webcam HD,32,1031.64,42916.22,0.06,2574.97,40341.25,22670.73,17670.52,Online,Rep_17,Completed,43.8,1260.66,True,1019
TXN002957,2023-05-09,2023,Q2,May,5,Tuesday,CUST8054,Enterprise,North,Liverpool,Furniture,Office Chair,25,606.02,15150.5,0.13,1969.57,13180.93,8097.98,5082.95,Direct Sales,Rep_01,Completed,38.56,527.24,True,493
TXN002958,2024-10-13,2024,Q4,October,10,Sunday,CUST8705,Individual,East,Cambridge,Electronics,Bluetooth Headphones,4,570.02,2964.1,0.04,118.56,2845.54,1972.69,872.85,Online,Rep_11,Completed,30.67,711.38,False,1016
TXN002959,2023-05-12,2023,Q2,May,5,Friday,CUST3072,Government,West,Birmingham,Electronics,USB-C Hub,4,407.75,1631.0,0.06,97.86,1533.14,782.67,750.47,Online,Rep_07,Completed,48.95,383.28,False,496
TXN002960,2022-04-08,2022,Q2,April,4,Friday,CUST9043,Individual,North,Liverpool,Stationery,Notebook Set,5,53.4,267.0,0.03,8.01,258.99,103.61,155.38,Partner,Rep_10,Completed,59.99,51.8,False,97
TXN002961,2023-09-22,2023,Q3,September,9,Friday,CUST9214,Individual,South,Brighton,Electronics,Bluetooth Headphones,3,777.74,2333.22,0.02,46.66,2286.56,1040.69,1245.87,Online,Rep_12,Completed,54.49,762.19,False,629
TXN002962,2024-01-09,2024,Q1,January,1,Tuesday,CUST2918,Smb,East,Norwich,Electronics,USB-C Hub,16,404.1,6465.6,0.0,0.0,6465.6,4139.88,2325.72,Partner,Rep_18,Completed,35.97,404.1,True,738
TXN002963,2023-12-09,2023,Q4,December,12,Saturday,CUST2972,Individual,North,Leeds,Electronics,USB-C Hub,3,866.75,3380.33,0.04,135.21,3245.12,2098.02,1147.1,Online,Rep_04,Completed,35.35,1081.71,False,707
TXN002964,2022-01-07,2022,Q1,January,1,Friday,CUST7122,Enterprise,North,Liverpool,Software,Security Pack,43,242.52,10428.36,0.14,1459.97,8968.39,4160.01,4808.38,Partner,Rep_05,Completed,53.61,208.57,True,6
TXN002965,2022-10-25,2022,Q4,October,10,Tuesday,CUST4704,Government,East,Colchester,Software,Project Manager,2,68.92,179.19,0.1,17.92,161.27,73.13,88.14,Direct Sales,Rep_07,Completed,54.65,80.64,False,297
TXN002966,2024-02-08,2024,Q1,February,2,Thursday,CUST7741,Enterprise,West,Cardiff,Electronics,USB-C Hub,24,305.24,7325.76,0.12,879.09,6446.67,4218.04,2228.63,Retail,Rep_07,Completed,34.57,268.61,True,768
TXN002967,2023-09-01,2023,Q3,September,9,Friday,CUST4634,Government,East,Norwich,Electronics,Wireless Mouse,2,952.18,1904.36,0.06,114.26,1790.1,827.51,962.59,Retail,Rep_14,Completed,53.77,895.05,False,608
TXN002968,2023-02-04,2023,Q1,February,2,Saturday,CUST7108,Government,East,Ipswich,Electronics,USB-C Hub,5,678.61,3393.05,0.09,305.37,3087.68,2154.18,933.5,Online,Rep_10,Completed,30.23,617.54,False,399
TXN002969,2023-04-22,2023,Q2,April,4,Saturday,CUST7731,Smb,West,Exeter,Electronics,Webcam HD,3,1468.45,4405.35,0.01,44.05,4361.3,1754.77,2606.53,Direct Sales,Rep_05,Completed,59.76,1453.77,False,476
TXN002970,2023-03-07,2023,Q1,March,3,Tuesday,CUST7333,Enterprise,South,London,Furniture,Standing Desk,44,360.86,15877.84,0.11,1746.56,14131.28,8446.11,5685.17,Direct Sales,Rep_16,Completed,40.23,321.17,True,430
TXN002971,2022-01-12,2022,Q1,January,1,Wednesday,CUST7218,Government,South,Bristol,Electronics,USB-C Hub,4,807.49,3229.96,0.1,323.0,2906.96,1501.76,1405.2,Partner,Rep_06,Completed,48.34,726.74,False,11
TXN002972,2024-09-03,2024,Q3,September,9,Tuesday,CUST9248,Enterprise,South,Bristol,Software,Cloud Storage,36,142.32,5123.52,0.03,153.71,4969.81,2074.23,2895.58,Partner,Rep_18,Completed,58.26,138.05,True,976
TXN002973,2022-10-29,2022,Q4,October,10,Saturday,CUST1484,Enterprise,North,Newcastle,Furniture,Standing Desk,36,341.49,15981.73,0.01,159.82,15821.91,9591.66,6230.25,Direct Sales,Rep_12,Completed,39.38,439.5,True,301
TXN002974,2024-03-22,2024,Q1,March,3,Friday,CUST4082,Government,North,Newcastle,Furniture,Office Chair,2,492.81,985.62,0.08,78.85,906.77,539.57,367.2,Retail,Rep_14,Completed,40.5,453.38,False,811
TXN002975,2024-03-04,2024,Q1,March,3,Monday,CUST9260,Enterprise,West,Exeter,Electronics,Laptop Pro,8,832.25,6658.0,0.05,332.9,6325.1,4172.52,2152.58,Direct Sales,Rep_12,Completed,34.03,790.64,True,793
TXN002976,2023-06-30,2023,Q2,June,6,Friday,CUST9944,Enterprise,North,Newcastle,Software,Security Pack,15,318.55,4778.25,0.09,430.04,4348.21,1870.86,2477.35,Retail,Rep_20,Completed,56.97,289.88,False,545
TXN002977,2024-07-23,2024,Q3,July,7,Tuesday,CUST1676,Enterprise,South,London,Software,Productivity Suite,5,168.98,844.9,0.09,76.04,768.86,518.39,250.47,Direct Sales,Rep_12,Pending,32.58,153.77,False,934
TXN002978,2023-06-14,2023,Q2,June,6,Wednesday,CUST5451,Smb,West,Birmingham,Stationery,Stapler,12,32.95,395.4,0.03,11.86,383.54,259.04,124.5,Direct Sales,Rep_15,Pending,32.46,31.96,False,529
TXN002979,2022-10-05,2022,Q4,October,10,Wednesday,CUST4547,Enterprise,South,London,Software,Productivity Suite,32,240.06,9986.5,0.11,1098.52,8887.98,4661.8,4226.18,Online,Rep_02,Completed,47.55,277.75,True,277
TXN002980,2024-09-02,2024,Q3,September,9,Monday,CUST1141,Smb,North,Newcastle,Stationery,Pen Collection,12,57.16,685.92,0.04,27.44,658.48,429.52,228.96,Retail,Rep_15,Completed,34.77,54.87,False,975
TXN002981,2024-05-06,2024,Q2,May,5,Monday,CUST6466,Individual,East,Norwich,Software,Productivity Suite,1,293.23,293.23,0.01,2.93,290.3,180.04,110.26,Retail,Rep_07,Completed,37.98,290.3,False,856
TXN002982,2023-08-05,2023,Q3,August,8,Saturday,CUST7352,Smb,West,Plymouth,Furniture,Office Chair,10,462.31,4623.1,0.05,231.16,4391.94,2088.85,2303.09,Partner,Rep_07,Completed,52.44,439.19,False,581
TXN002983,2024-10-14,2024,Q4,October,10,Monday,CUST6764,Government,South,London,Furniture,Filing Cabinet,1,432.56,562.33,0.08,44.99,517.34,334.96,182.38,Retail,Rep_15,Completed,35.25,517.34,False,1017
TXN002984,2024-04-01,2024,Q2,April,4,Monday,CUST8245,Government,North,Liverpool,Stationery,Notebook Set,4,46.57,186.28,0.02,3.73,182.55,105.87,76.68,Partner,Rep_16,Completed,42.0,45.64,False,821
TXN002985,2023-10-11,2023,Q4,October,10,Wednesday,CUST6629,Individual,South,Southampton,Software,Security Pack,5,168.38,1094.47,0.04,43.78,1050.69,546.96,503.73,Direct Sales,Rep_06,Completed,47.94,210.14,False,648
TXN002986,2022-04-23,2022,Q2,April,4,Saturday,CUST8736,Individual,South,Bristol,Software,Design Pro,1,245.05,245.05,0.0,0.0,245.05,170.73,74.32,Online,Rep_09,Completed,30.33,245.05,False,112
TXN002987,2024-11-24,2024,Q4,November,11,Sunday,CUST9807,Smb,South,Bristol,Furniture,Filing Cabinet,8,550.5,5725.2,0.04,229.01,5496.19,3297.29,2198.9,Direct Sales,Rep_20,Completed,40.01,687.02,True,1058
TXN002988,2022-10-10,2022,Q4,October,10,Monday,CUST9208,Government,East,Colchester,Furniture,Bookshelf,4,515.95,2682.94,0.15,402.44,2280.5,953.52,1326.98,Direct Sales,Rep_12,Completed,58.19,570.12,False,282
TXN002989,2024-10-15,2024,Q4,October,10,Tuesday,CUST4289,Government,North,Liverpool,Stationery,Stapler,5,73.54,478.01,0.02,9.56,468.45,207.85,260.6,Online,Rep_08,Completed,55.63,93.69,False,1018
TXN002990,2022-01-09,2022,Q1,January,1,Sunday,CUST3435,Government,North,Manchester,Software,Productivity Suite,4,437.8,1751.2,0.1,175.12,1576.08,647.63,928.45,Retail,Rep_14,Completed,58.91,394.02,False,8
TXN002991,2022-03-16,2022,Q1,March,3,Wednesday,CUST8040,Government,North,Manchester,Electronics,Laptop Pro,5,1284.89,6424.45,0.13,835.18,5589.27,2753.68,2835.59,Partner,Rep_10,Pending,50.73,1117.85,True,74
TXN002992,2023-05-25,2023,Q2,May,5,Thursday,CUST9502,Individual,North,Newcastle,Electronics,Laptop Pro,4,369.38,1477.52,0.04,59.1,1418.42,934.25,484.17,Retail,Rep_06,Completed,34.13,354.6,False,509
TXN002993,2022-01-09,2022,Q1,January,1,Sunday,CUST9297,Government,South,Southampton,Stationery,Pen Collection,2,15.08,30.16,0.02,0.6,29.56,15.47,14.09,Direct Sales,Rep_13,Completed,47.67,14.78,False,8
TXN002994,2024-03-29,2024,Q1,March,3,Friday,CUST9719,Government,West,Birmingham,Electronics,Laptop Pro,4,1323.89,5295.56,0.01,52.96,5242.6,3149.14,2093.46,Online,Rep_09,Completed,39.93,1310.65,True,818
TXN002995,2022-10-28,2022,Q4,October,10,Friday,CUST5419,Smb,North,Newcastle,Stationery,Notebook Set,15,98.09,1912.76,0.05,95.64,1817.12,867.08,950.04,Direct Sales,Rep_10,Completed,52.28,121.14,False,300
TXN002996,2023-09-20,2023,Q3,September,9,Wednesday,CUST6834,Enterprise,South,Bristol,Software,Security Pack,23,487.92,11222.16,0.07,785.55,10436.61,5709.91,4726.7,Partner,Rep_09,Completed,45.29,453.77,True,627
TXN002997,2024-04-22,2024,Q2,April,4,Monday,CUST4149,Government,East,Ipswich,Electronics,Wireless Mouse,5,666.9,3334.5,0.07,233.42,3101.08,1534.81,1566.27,Partner,Rep_06,Completed,50.51,620.22,False,842
TXN002998,2022-05-23,2022,Q2,May,5,Monday,CUST4742,Enterprise,South,Brighton,Stationery,Sticky Notes,22,45.94,1010.68,0.11,111.17,899.51,365.33,534.18,Online,Rep_08,Completed,59.39,40.89,False,142
TXN002999,2022-10-02,2022,Q4,October,10,Sunday,CUST5706,Smb,East,Ipswich,Software,Cloud Storage,6,399.07,3112.75,0.03,93.38,3019.37,1487.72,1531.65,Direct Sales,Rep_15,Completed,50.73,503.23,False,274
TXN003000,2024-10-18,2024,Q4,October,10,Friday,CUST8445,Smb,East,Colchester,Stationery,Notebook Set,14,67.27,1224.31,0.04,48.97,1175.34,792.24,383.1,Partner,Rep_16,Completed,32.59,83.95,False,1021
TXN003001,2024-11-10,2024,Q4,November,11,Sunday,CUST7718,Government,North,Manchester,Furniture,Bookshelf,5,164.16,1067.04,0.09,96.03,971.01,551.25,419.76,Online,Rep_10,Cancelled,43.23,194.2,False,1044
TXN003002,2024-11-06,2024,Q4,November,11,Wednesday,CUST7213,Individual,South,London,Furniture,Desk Lamp,5,228.72,1486.68,0.01,14.87,1471.81,745.69,726.12,Direct Sales,Rep_12,Cancelled,49.34,294.36,False,1040
TXN003003,2024-08-20,2024,Q3,August,8,Tuesday,CUST1028,Individual,East,Norwich,Electronics,Wireless Mouse,5,810.44,4052.2,0.03,121.57,3930.63,1998.72,1931.91,Partner,Rep_17,Completed,49.15,786.13,False,962
TXN003004,2023-04-14,2023,Q2,April,4,Friday,CUST2916,Smb,West,Plymouth,Stationery,Sticky Notes,10,35.81,358.1,0.01,3.58,354.52,218.04,136.48,Direct Sales,Rep_15,Completed,38.5,35.45,False,468
TXN003005,2024-11-18,2024,Q4,November,11,Monday,CUST4921,Individual,South,London,Electronics,Bluetooth Headphones,4,510.24,2653.25,0.03,79.6,2573.65,1634.33,939.32,Partner,Rep_09,Pending,36.5,643.41,False,1052
TXN003006,2022-02-12,2022,Q1,February,2,Saturday,CUST9569,Smb,North,Leeds,Software,Design Pro,4,336.73,1346.92,0.01,13.47,1333.45,656.82,676.63,Online,Rep_05,Completed,50.74,333.36,False,42
TXN003007,2024-11-12,2024,Q4,November,11,Tuesday,CUST9122,Smb,East,Ipswich,Electronics,USB-C Hub,16,1026.34,21347.87,0.0,0.0,21347.87,8912.14,12435.73,Retail,Rep_01,Completed,58.25,1334.24,True,1046
TXN003008,2024-01-30,2024,Q1,January,1,Tuesday,CUST4560,Smb,South,Bristol,Electronics,Bluetooth Headphones,10,726.06,7260.6,0.04,290.42,6970.18,4614.66,2355.52,Retail,Rep_07,Completed,33.79,697.02,True,759
TXN003009,2023-11-17,2023,Q4,November,11,Friday,CUST9606,Enterprise,North,Newcastle,Software,Design Pro,7,382.42,3480.02,0.07,243.6,3236.42,1898.01,1338.41,Partner,Rep_08,Completed,41.35,462.35,False,685
TXN003010,2024-11-25,2024,Q4,November,11,Monday,CUST4126,Government,East,Cambridge,Software,Cloud Storage,1,224.96,292.45,0.12,35.09,257.36,126.15,131.21,Direct Sales,Rep_09,Completed,50.98,257.36,False,1059
TXN003011,2023-04-05,2023,Q2,April,4,Wednesday,CUST7549,Smb,South,Brighton,Stationery,Paper Ream,13,19.05,247.65,0.01,2.48,245.17,142.44,102.73,Online,Rep_19,Completed,41.9,18.86,False,459
TXN003012,2024-09-13,2024,Q3,September,9,Friday,CUST6916,Individual,West,Birmingham,Stationery,Paper Ream,2,27.38,54.76,0.0,0.0,54.76,32.54,22.22,Direct Sales,Rep_19,Pending,40.58,27.38,False,986
